brand,model,seller_type,fuel_type,transmission_type,avg_cost_price,vehicle_age,km_driven,mileage,max_power,seats,selling_price
Toyota,Innova,Individual,Petrol,Manual,2486142.8571428573,9,120000,12.4,132.0,8,650000
Maruti,Baleno,Dealer,Petrol,Manual,869356.8464730291,3,31400,21.01,81.8,5,635000
Honda,City,Dealer,Petrol,Manual,1427500.0,6,34277,17.8,117.3,5,575000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,11,42500,25.2,74.0,5,219000
Mercedes-Benz,GL-Class,Dealer,Diesel,Automatic,7378454.545454546,9,186900,11.3,254.8,7,1690000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,5,50000,23.95,67.05,5,280000
Maruti,Ertiga,Individual,Diesel,Manual,1038372.0,5,90000,24.52,88.5,7,550000
Maruti,Baleno,Individual,Petrol,Manual,833000.0,3,50000,21.4,83.1,5,625000
Maruti,Alto,Trustmark Dealer,CNG,Manual,411202.7027027027,8,46783,30.46,47.3,5,210000
Maruti,Swift Dzire,Dealer,Petrol,Manual,825000.0,4,23000,20.85,83.14,5,525000
Maruti,Alto,Individual,Petrol,Manual,397500.0,2,40000,24.7,47.3,5,290000
Maruti,Swift Dzire,Dealer,Petrol,Manual,856000.0,11,59117,17.5,85.8,5,300000
Audi,A4,Dealer,Diesel,Automatic,5257923.076923077,7,32000,16.55,147.51,5,1780000
Ford,Ecosport,Dealer,Diesel,Manual,1153500.0,8,60000,22.7,89.84,5,430000
Hyundai,Verna,Dealer,Diesel,Automatic,1561000.0,2,9915,22.0,126.2,5,1590000
Hyundai,Verna,Dealer,Petrol,Automatic,1285000.0,8,48265,17.01,121.4,5,415000
Ford,Endeavour,Individual,Diesel,Manual,3777000.0,9,80000,13.1,141.0,7,500000
Hyundai,i20,Individual,Petrol,Manual,1035000.0,2,23700,18.6,81.86,5,550000
Hyundai,Elantra,Dealer,Petrol,Manual,2304000.0,6,59000,16.3,147.4,5,699000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,5,40000,24.3,88.5,5,700000
Datsun,GO,Individual,Petrol,Manual,605000.0,5,15000,20.63,67.0,5,320000
Maruti,Swift Dzire,Individual,Petrol,Manual,839000.0,10,70000,17.5,85.8,5,300000
Toyota,Fortuner,Dealer,Diesel,Manual,4198962.962962963,7,139830,13.0,168.5,7,1675000
Lexus,ES,Dealer,Petrol,Automatic,6984000.0,4,24000,22.37,214.56,5,4700000
Ford,Ecosport,Dealer,Diesel,Manual,1171862.9283489096,8,71000,22.7,89.84,5,475000
Maruti,Swift,Individual,Petrol,Manual,752000.0,4,30000,22.0,81.8,5,460000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,1,15000,28.4,74.0,5,700000
Hyundai,i20,Dealer,Petrol,Manual,1035000.0,4,11000,18.6,81.83,5,740000
Hyundai,Santro,Individual,LPG,Manual,639939.0243902439,11,60200,17.8,63.0,5,150000
Maruti,Alto,Individual,Petrol,Manual,381000.0,7,80000,22.74,47.3,5,210000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,70000,28.4,74.02,5,690000
Tata,Tiago,Individual,Petrol,Manual,664000.0,3,30000,23.84,84.0,5,400000
Honda,City,Dealer,Petrol,Manual,1519207.8825347759,8,8989,16.8,116.3,5,525000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,3,35000,24.0,73.97,5,550000
Maruti,Swift Dzire,Individual,CNG,Manual,718000.0,1,45000,26.55,81.8,5,550000
Volkswagen,Polo,Individual,Petrol,Manual,865000.0,4,10000,16.2,74.0,5,500000
Maruti,Alto,Individual,Petrol,Manual,392000.0,5,13000,22.74,47.3,5,250000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,9,26099,19.81,68.05,5,239000
Ford,Ecosport,Dealer,Diesel,Manual,1180000.0,5,55000,22.7,89.84,5,750000
Hyundai,i20,Dealer,Petrol,Manual,1040000.0,7,43000,18.6,81.83,5,450000
Hyundai,i20,Individual,Petrol,Manual,1035000.0,6,87000,18.6,81.83,5,475000
Honda,City,Dealer,Petrol,Manual,1427500.0,5,31975,17.8,117.3,5,539000
Ford,Ecosport,Individual,Diesel,Manual,1153000.0,4,40000,22.77,98.59,5,888000
Mahindra,KUV,Individual,Diesel,Manual,780383.3333333333,4,100000,25.32,77.0,5,450000
Maruti,Alto,Dealer,Petrol,Manual,392000.0,4,11000,24.7,47.3,5,285000
Mahindra,Bolero,Individual,Diesel,Manual,959500.0,10,160000,13.6,63.0,7,350000
Maruti,Wagon R,Dealer,Petrol,Manual,603000.0,12,36259,18.9,67.1,5,129000
Hyundai,i10,Individual,Petrol,Automatic,713826.6666666667,10,30000,16.95,78.9,5,225000
Hyundai,Grand,Dealer,Petrol,Manual,693000.0,5,36000,18.9,82.0,5,379000
Maruti,Celerio,Individual,Petrol,Automatic,589500.0,4,4000,23.1,67.04,5,478000
Hyundai,Grand,Individual,Diesel,Manual,707119.5054945055,8,40000,24.0,70.0,5,350000
Hyundai,Verna,Individual,Petrol,Manual,1458305.7553956835,12,25000,13.9,103.2,5,140000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,2,25000,24.3,88.5,5,800000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,7,67067,28.4,74.0,5,425000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,5,90000,25.2,74.0,5,450000
Tata,Safari,Individual,Diesel,Manual,1813000.0,3,30000,14.1,153.86,7,1100000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,8,61000,19.01,108.45,5,500000
Honda,Jazz,Dealer,Diesel,Manual,1007731.4814814815,4,78000,27.3,98.6,5,635000
Maruti,Wagon R,Dealer,CNG,Manual,619000.0,10,78000,26.2,58.2,5,210000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,2,9900,28.4,74.02,5,750000
Volkswagen,Vento,Dealer,Petrol,Manual,1239000.0,8,55000,15.04,103.6,5,335000
Maruti,Wagon R,Dealer,Petrol,Manual,603000.0,6,32000,18.9,67.1,5,350000
Hyundai,Creta,Individual,Diesel,Manual,1603000.0,3,85000,19.67,126.2,5,1150000
Volkswagen,Vento,Dealer,Diesel,Automatic,1329465.9090909092,5,28000,22.15,108.6,5,565000
Honda,City,Dealer,Petrol,Automatic,1427500.0,10,40833,16.8,118.0,5,375000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,8,70000,19.01,108.45,5,400000
Mahindra,Bolero,Individual,Diesel,Manual,959500.0,3,22000,15.96,62.1,7,780000
Hyundai,Santro,Individual,Petrol,Manual,639939.0243902439,8,40000,17.92,62.1,5,240000
Mahindra,Scorpio,Dealer,Diesel,Manual,1697500.0,11,49000,12.05,120.0,7,399000
Mahindra,Bolero,Individual,Diesel,Manual,977591.5032679739,5,80000,16.5,70.0,7,650000
Maruti,Alto,Individual,Petrol,Manual,400000.0,4,18000,24.7,47.3,5,270000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,5,30000,23.95,67.05,5,300000
Hyundai,Creta,Individual,Diesel,Manual,1552000.0,2,40000,20.5,126.2,5,1500000
Hyundai,Grand,Individual,Petrol,Manual,692000.0,4,29000,18.9,81.86,5,485000
Maruti,Ciaz,Dealer,Petrol,Manual,1128500.0,2,40000,20.73,91.1,5,825000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,5,54287,24.3,88.5,5,660000
Maruti,Eeco,Individual,CNG,Manual,564000.0,2,40000,21.94,61.7,5,400000
Maruti,Celerio,Individual,Petrol,Manual,577500.0,4,19000,23.1,67.04,5,410000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,4,30000,13.68,147.8,7,1950000
Hyundai,i20,Individual,Petrol,Manual,1035000.0,6,70000,18.6,81.83,5,444000
Maruti,Wagon R,Dealer,CNG,Manual,619000.0,5,68000,26.2,58.2,5,320000
Maruti,Ciaz,Individual,Petrol,Manual,1128500.0,3,10000,20.73,91.1,5,780000
Hyundai,Verna,Individual,Petrol,Manual,1387500.0,1,5000,17.7,113.42,5,816000
Mercedes-Benz,E-Class,Dealer,Diesel,Automatic,8783500.0,5,36000,13.0,204.0,5,2790000
Maruti,Swift Dzire,Dealer,Petrol,Manual,839000.0,6,50000,20.85,83.14,5,450000
Kia,Seltos,Dealer,Petrol,Manual,1610222.222222222,2,6076,16.8,113.4,5,1149000
Honda,City,Individual,Diesel,Manual,1519500.0,2,15000,25.6,97.9,5,1050000
Ford,Ecosport,Dealer,Diesel,Manual,1160000.0,7,80900,22.7,89.84,5,475000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,7,15000,12.99,100.6,7,925000
Tata,Hexa,Individual,Diesel,Manual,1410000.0,2,40000,17.6,153.86,7,1525000
Tata,Tiago,Dealer,Petrol,Manual,677372.2222222222,5,29035,23.84,84.0,5,375000
Tata,Safari,Dealer,Diesel,Manual,1813000.0,6,150000,14.1,148.0,7,650000
Maruti,Baleno,Dealer,Petrol,Manual,833500.0,3,20000,21.01,81.8,5,570000
Tata,Safari,Dealer,Diesel,Manual,1813000.0,11,61000,13.93,138.0,7,195000
Toyota,Fortuner,Dealer,Diesel,Manual,3902000.0,9,97000,13.0,168.7,7,1299000
Maruti,Alto,Dealer,Petrol,Manual,397500.0,6,49163,22.74,47.3,5,285000
Tata,Nexon,Individual,Diesel,Manual,1214000.0,3,21000,21.5,108.5,5,900000
Honda,WR-V,Individual,Petrol,Manual,1043000.0,2,13500,17.5,88.7,5,775000
Mahindra,Bolero,Individual,Diesel,Manual,977591.5032679739,1,2500,15.96,63.0,9,800000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,13,60000,19.7,46.3,5,97000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,3,10000,23.95,67.05,5,320000
Maruti,Swift,Individual,Petrol,Manual,765000.0,3,40000,22.0,81.8,5,515000
Volkswagen,Polo,Dealer,Petrol,Manual,956500.0,5,19000,16.2,74.0,5,420000
Ford,Ecosport,Individual,Diesel,Manual,1204000.0,3,30000,23.0,98.96,5,950000
Volkswagen,Polo,Dealer,Diesel,Manual,928383.0409356725,6,28500,20.14,88.7,5,435000
Maruti,Baleno,Dealer,Diesel,Manual,869356.8464730291,3,14000,27.39,74.0,5,730000
Hyundai,Verna,Dealer,Diesel,Manual,1444000.0,6,34105,23.9,126.2,5,549000
Maruti,Wagon R,Individual,Petrol,Manual,602000.0,9,60000,18.9,67.1,5,235000
BMW,7,Dealer,Diesel,Automatic,17646875.0,3,16000,16.77,261.49,5,8200000
Datsun,RediGO,Individual,Petrol,Manual,451000.0,4,27500,22.7,53.64,5,206000
Datsun,GO,Dealer,Petrol,Manual,629181.8181818182,6,36000,19.02,67.05,7,290000
Maruti,Wagon R,Individual,Petrol,Manual,618558.6145648313,18,150000,18.9,67.1,5,65000
Mahindra,Scorpio,Individual,Diesel,Automatic,1749000.0,9,120000,11.79,120.0,8,600000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,9,120000,12.99,100.6,8,800000
Hyundai,Grand,Dealer,Petrol,Manual,707119.5054945055,7,32000,18.9,82.0,5,393000
Volkswagen,Polo,Dealer,Diesel,Manual,928383.0409356725,5,9700,20.14,88.0,5,450000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,9,165000,12.8,102.0,7,850000
Mahindra,Alturas,Individual,Diesel,Automatic,3391000.0,3,13000,12.05,178.49,7,2400000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,8,98000,12.8,102.0,8,1000000
Maruti,Wagon R,Dealer,Petrol,Manual,618558.6145648313,4,3192,20.51,67.04,5,415000
Hyundai,Verna,Individual,Petrol,Automatic,1327500.0,2,15000,17.0,121.3,5,1250000
Honda,Jazz,Dealer,Petrol,Automatic,1007731.4814814815,5,17012,19.0,88.7,5,540000
Maruti,Swift Dzire,Individual,Petrol,Manual,839000.0,8,60000,19.1,85.8,5,319000
Hyundai,i10,Individual,Petrol,Manual,713826.6666666667,7,17800,19.81,68.05,5,325000
Renault,Duster,Individual,Diesel,Manual,1416888.888888889,9,70000,19.01,108.45,5,400000
Honda,Jazz,Dealer,Petrol,Manual,1005000.0,4,26000,18.7,88.7,5,635000
Renault,KWID,Individual,Petrol,Manual,500500.0,5,30000,25.17,53.3,5,225000
Honda,Jazz,Individual,Diesel,Manual,1007731.4814814815,5,100000,27.3,98.6,5,500000
Honda,Jazz,Dealer,Diesel,Manual,1007731.4814814815,5,16000,27.3,98.6,5,725000
Volkswagen,Polo,Individual,Petrol,Manual,895000.0,7,85000,16.47,74.0,5,290000
Maruti,Celerio,Dealer,Petrol,Manual,598325.5208333333,7,43500,23.1,67.04,5,319000
Maruti,Swift,Dealer,Petrol,Manual,752000.0,1,1332,21.21,81.8,5,625000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,8,55204,22.9,74.0,5,475000
Hyundai,i20,Individual,Diesel,Manual,1053500.0,10,50000,23.0,90.0,5,350000
Hyundai,Verna,Individual,Diesel,Manual,1495000.0,2,24500,24.0,88.76,5,1000000
Honda,Amaze,Dealer,Diesel,Manual,933984.0255591054,5,48649,25.8,98.6,5,500000
Maruti,Wagon R,Individual,Petrol,Manual,613500.0,2,15000,20.51,67.04,5,420000
Mahindra,XUV500,Individual,Diesel,Manual,1954000.0,8,40000,15.1,140.0,7,850000
Tata,Nexon,Individual,Diesel,Manual,1214000.0,2,40000,21.5,108.5,5,900000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,9,11500,20.92,67.1,5,210000
Mahindra,XUV500,Individual,Diesel,Automatic,1951000.0,5,70000,16.0,140.0,7,1030000
Maruti,Eeco,Dealer,Petrol,Manual,469500.0,9,56000,15.37,73.0,7,175000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,6,70000,25.2,74.0,5,425000
Ford,Figo,Dealer,Petrol,Manual,873745.8333333333,5,35000,18.16,86.8,5,500000
Mahindra,XUV500,Dealer,Diesel,Automatic,1913500.0,4,60000,16.0,140.0,7,1250000
Maruti,Ciaz,Individual,Diesel,Manual,1159571.9424460432,6,65000,28.09,88.5,5,475000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,140000,23.4,74.0,5,550000
Renault,KWID,Individual,Petrol,Automatic,481500.0,2,7000,24.04,67.0,5,490000
Jaguar,XF,Dealer,Diesel,Automatic,6813000.0,7,19000,16.36,187.7,5,2100000
Honda,City,Individual,Petrol,Manual,1519207.8825347759,16,90000,13.0,90.0,5,125000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,14,70000,17.8,75.0,5,120000
Hyundai,Grand,Dealer,Petrol,Manual,693000.0,5,34000,18.9,82.0,5,410000
Tata,Safari,Individual,Diesel,Manual,1813000.0,3,60000,14.1,147.94,7,1100000
Volkswagen,Vento,Dealer,Diesel,Manual,1329465.9090909092,5,29432,22.27,108.6,5,449000
Honda,Jazz,Dealer,Petrol,Manual,964500.0,5,49000,16.6,88.51,5,499000
Maruti,Swift Dzire,Individual,Petrol,Automatic,839000.0,3,15000,21.21,81.8,5,680000
Hyundai,Verna,Individual,Diesel,Manual,1495000.0,14,120000,16.8,110.0,5,120000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,8,60500,23.4,74.0,5,450000
Maruti,Ignis,Individual,Petrol,Manual,705500.0,3,15000,20.89,81.8,5,550000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,4,90000,24.3,88.5,5,750000
Ford,Freestyle,Individual,Diesel,Manual,961000.0,3,50000,24.4,98.63,5,730000
Maruti,Eeco,Individual,Petrol,Manual,469500.0,6,70000,15.37,73.0,5,250000
Mahindra,Bolero,Individual,Diesel,Manual,969000.0,7,225000,15.96,63.0,9,380000
Volkswagen,Polo,Individual,Petrol,Manual,865000.0,8,35000,16.47,73.9,5,335000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,10,180000,12.8,102.0,7,660000
Hyundai,Grand,Individual,Petrol,Manual,707119.5054945055,1,5600,18.9,81.86,5,580000
Tata,Nexon,Individual,Diesel,Automatic,1256000.0,3,50000,21.5,108.5,5,1020000
Hyundai,i20,Dealer,Petrol,Manual,1006500.0,6,23114,18.6,81.83,5,525000
Honda,City,Dealer,Petrol,Manual,1427500.0,14,75075,17.7,78.0,5,200000
Datsun,GO,Individual,Petrol,Manual,604000.0,1,15000,19.02,67.05,5,560000
Hyundai,Grand,Dealer,Diesel,Manual,707119.5054945055,7,50000,24.0,70.0,5,350000
Honda,Jazz,Dealer,Petrol,Manual,964500.0,9,46967,16.7,88.8,5,259000
Tata,Safari,Individual,Diesel,Manual,1813000.0,10,40000,13.93,138.0,7,450000
Renault,Duster,Dealer,Diesel,Manual,1416888.888888889,7,50000,20.45,83.8,5,495000
Hyundai,Verna,Individual,Petrol,Manual,1285000.0,9,40000,17.1,121.3,5,389000
Hyundai,Grand,Individual,Petrol,Manual,719000.0,7,15000,18.9,82.0,5,500000
Ford,Ecosport,Dealer,Petrol,Manual,1096000.0,4,14636,15.9,120.69,5,725000
Skoda,Octavia,Dealer,Diesel,Automatic,4382312.5,4,31111,19.5,141.0,5,1399000
Mahindra,KUV100,Individual,Petrol,Manual,758500.0,3,20000,18.15,82.0,6,380000
Toyota,Innova,Individual,Petrol,Manual,2486142.8571428573,9,250000,12.4,132.0,8,800000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,12,50000,19.81,68.05,5,191000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,8,70000,23.4,74.0,5,340000
Hyundai,i20,Dealer,Petrol,Manual,1006500.0,10,38225,18.5,80.0,5,240000
Volkswagen,Polo,Dealer,Petrol,Automatic,928383.0409356725,4,18000,17.21,103.5,5,830000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,3,40000,24.3,88.5,5,735000
Maruti,Eeco,Individual,Petrol,Manual,476000.0,3,20000,15.37,73.0,5,400000
Honda,City,Dealer,Diesel,Manual,1589000.0,6,56210,26.0,98.6,5,875000
Datsun,GO,Individual,Petrol,Manual,643000.0,6,45000,19.44,67.0,7,275000
Maruti,Swift,Dealer,Diesel,Manual,774671.5686274511,5,65000,22.9,74.0,5,399000
Hyundai,i20,Individual,Petrol,Manual,1040000.0,2,25000,18.6,81.86,5,660000
Honda,City,Dealer,Petrol,Manual,1553500.0,14,44621,13.0,90.0,5,300000
Honda,Jazz,Dealer,Petrol,Manual,1005000.0,3,44503,18.7,88.7,5,600000
Maruti,Wagon R,Individual,CNG,Manual,619000.0,4,60000,26.6,58.16,5,320000
Honda,Amaze,Dealer,Petrol,Manual,836000.0,6,59000,18.0,86.7,5,399000
Maruti,Ignis,Individual,Petrol,Automatic,705500.0,3,16000,20.89,81.8,5,500000
Maruti,Celerio,Individual,Petrol,Manual,567500.0,6,11668,23.1,67.04,5,325000
Mahindra,Thar,Individual,Diesel,Manual,1545000.0,2,23000,16.55,105.0,6,1000000
Maruti,Baleno,Dealer,Diesel,Manual,869356.8464730291,6,29000,27.39,74.0,5,550000
Tata,Safari,Individual,Diesel,Manual,1813000.0,11,120000,11.57,138.1,7,200000
Hyundai,Creta,Dealer,Diesel,Manual,1600000.0,3,105692,19.67,126.2,5,1350000
Honda,Civic,Individual,Petrol,Manual,2195000.0,14,60000,13.5,130.0,5,200000
Maruti,Celerio,Individual,Petrol,Automatic,569000.0,4,40000,23.1,67.04,5,420000
Maruti,Vitara,Individual,Diesel,Manual,1081500.0,4,100000,24.3,88.5,5,760000
Maruti,Ertiga,Dealer,Petrol,Manual,1011000.0,8,44500,19.01,103.26,7,470000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,6,62500,25.2,74.0,5,460000
Ford,Ecosport,Dealer,Diesel,Manual,1204000.0,3,54400,21.7,98.96,5,870000
Toyota,Innova,Dealer,Diesel,Manual,2486142.8571428573,11,48000,12.8,102.0,8,525000
Maruti,Swift Dzire,Dealer,Diesel,Manual,832947.2891566264,2,7000,28.4,74.02,5,890000
BMW,3,Dealer,Diesel,Automatic,5066000.0,6,39000,19.59,184.0,5,1890000
Mahindra,XUV500,Individual,Diesel,Manual,1864500.0,6,40000,15.1,140.0,7,700000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,100000,28.4,74.02,5,900000
Maruti,Swift Dzire,Individual,Petrol,Manual,825000.0,8,70000,19.1,85.8,5,350000
Renault,Triber,Individual,Petrol,Manual,741500.0,2,23000,20.0,72.0,7,550000
Maruti,Alto,Individual,CNG,Manual,411202.7027027027,11,72000,26.83,38.4,5,125000
Skoda,Rapid,Individual,Diesel,Manual,1228091.836734694,9,80000,20.5,103.5,5,400000
Maruti,Baleno,Individual,Petrol,Manual,869356.8464730291,2,6500,21.1,100.5,5,730000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,7,36976,19.81,68.05,5,259000
Renault,KWID,Individual,Petrol,Manual,475500.0,5,10000,25.17,53.3,5,220000
Ford,Endeavour,Dealer,Diesel,Automatic,3910597.222222222,5,120000,10.91,197.0,7,2100000
Hyundai,Grand,Individual,Petrol,Manual,719000.0,7,50000,18.9,82.0,5,400000
Honda,City,Individual,Diesel,Manual,1521000.0,7,85000,26.0,98.6,5,520000
Renault,KWID,Dealer,Petrol,Manual,523000.0,5,27000,25.17,53.3,5,350000
Tata,Tiago,Dealer,Petrol,Manual,677372.2222222222,3,27120,23.84,84.0,5,460000
Maruti,Swift,Dealer,Diesel,Automatic,774671.5686274511,3,37000,28.4,74.0,5,775000
Mahindra,XUV500,Dealer,Diesel,Manual,2001618.556701031,4,25000,16.0,140.0,7,1150000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,50000,28.4,74.02,5,600000
Honda,City,Individual,Diesel,Manual,1574500.0,5,122000,26.0,98.6,5,800000
Mahindra,Bolero,Dealer,Diesel,Manual,977591.5032679739,3,32525,16.5,70.0,7,765000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,3,20000,28.4,74.02,5,710000
Ford,Figo,Dealer,Diesel,Manual,900000.0,9,62230,20.0,68.05,5,325000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,12,68000,19.7,46.3,5,130000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,13,35000,19.7,46.3,5,140000
Honda,City,Dealer,Petrol,Manual,1427500.0,8,38000,16.8,116.3,5,450000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,9,45160,20.36,78.9,5,250000
Honda,City,Dealer,Diesel,Manual,1521000.0,7,35000,26.0,98.6,5,511000
Hyundai,i10,Dealer,Petrol,Automatic,713826.6666666667,8,61500,16.95,78.9,5,370000
Mahindra,Bolero,Individual,Diesel,Manual,977591.5032679739,3,45000,16.5,70.0,7,620000
Maruti,Swift,Individual,Diesel,Manual,774671.5686274511,6,50000,25.2,74.0,5,550000
Honda,Amaze,Dealer,Diesel,Manual,977500.0,2,47001,25.8,98.6,5,549000
Ford,Figo,Individual,Diesel,Manual,918000.0,11,80000,20.0,68.0,5,210000
Ford,Figo,Individual,Diesel,Manual,900000.0,7,88000,20.0,68.05,5,240000
Datsun,RediGO,Dealer,Petrol,Automatic,451000.0,3,14001,23.0,67.0,5,349000
Hyundai,Grand,Dealer,Petrol,Automatic,719000.0,6,69000,18.9,82.0,5,475000
Hyundai,Santro,Dealer,Petrol,Manual,639939.0243902439,13,70000,17.92,62.1,5,150000
Toyota,Innova,Individual,Diesel,Manual,2373000.0,2,50000,13.68,147.8,8,1526000
Maruti,Swift Dzire,Individual,Diesel,Manual,832947.2891566264,4,70000,28.4,74.02,5,648000
Honda,City,Individual,Petrol,Manual,1477000.0,5,80000,17.8,117.3,5,785000
Maruti,Swift,Individual,Petrol,Manual,751500.0,6,25000,20.4,81.8,5,460000
Renault,KWID,Dealer,Petrol,Automatic,500500.0,3,25000,24.04,67.0,5,370000
Ford,Ecosport,Dealer,Diesel,Manual,1153000.0,6,142000,21.7,98.96,5,525000
Volkswagen,Vento,Dealer,Petrol,Automatic,1329465.9090909092,2,10000,18.19,103.2,5,1150000
Maruti,Eeco,Individual,Petrol,Manual,475500.0,2,15000,15.37,73.0,5,322000
Skoda,Rapid,Individual,Petrol,Manual,1166000.0,7,20000,15.0,103.6,5,450000
Maruti,Swift Dzire,Individual,Petrol,Manual,839000.0,5,40000,20.85,83.14,5,500000
Hyundai,i20,Individual,Petrol,Manual,1035000.0,3,25000,18.6,81.86,5,535000
Honda,City,Individual,Petrol,Automatic,1427500.0,10,17000,16.8,118.0,5,400000
Hyundai,i20,Dealer,Petrol,Manual,1006500.0,3,1493,18.6,81.83,5,699000
Hyundai,i10,Dealer,Petrol,Manual,713826.6666666667,5,48000,19.81,68.05,5,399000
Hyundai,i20,Dealer,Petrol,Manual,1081004.213483146,4,30000,17.0,80.0,5,535000
Maruti,Alto,Dealer,Petrol,Manual,397500.0,6,48000,22.74,47.3,5,215000
Mahindra,Thar,Dealer,Diesel,Manual,1579500.0,6,58376,16.55,105.0,7,700000
Honda,City,Dealer,Petrol,Manual,1427500.0,2,21000,17.8,117.3,5,1025000
Mahindra,Bolero,Dealer,Diesel,Manual,959500.0,9,68000,13.6,63.0,7,445000
Kia,Seltos,Individual,Petrol,Manual,1554500.0,2,5000,16.1,138.0,5,1560000
Hyundai,Elantra,Individual,Petrol,Automatic,2117000.0,3,13000,14.62,149.92,5,1575000
Mahindra,Scorpio,Individual,Diesel,Manual,1672500.0,4,51000,15.4,120.0,7,1200000
Hyundai,i20,Dealer,Petrol,Manual,1081004.213483146,12,71000,20.35,81.86,5,235000
Honda,City,Dealer,Petrol,Manual,1427500.0,4,55000,17.8,117.3,5,575000
Ford,Freestyle,Individual,Diesel,Manual,989500.0,2,10000,24.4,98.63,5,800000
Maruti,Ertiga,Individual,Diesel,Manual,1038372.0,4,60000,24.52,88.5,7,800000
Toyota,Innova,Individual,Diesel,Manual,2486142.8571428573,6,165000,12.99,100.6,7,830000
Hyundai,i20,Dealer,Petrol,Manual,1081004.213483146,8,35000,17.0,80.0,5,325000
Maruti,Vitara,Dealer,Diesel,Manual,1081500.0,5,64000,24.3,88.5,5,725000
Maruti,Swift Dzire,Dealer,Petrol,Manual,848000.0,3,47230,22.0,81.8,5,625000
Maruti,Ciaz,Dealer,Petrol,Manual,1098500.0,3,23167,21.56,103.25,5,725000
Maruti,Ignis,Individual,Petrol,Manual,679500.0,4,22115,20.89,81.8,5,425000
Maruti,Swift,Dealer,Petrol,Manual,779500.0,2,38000,20.4,81.8,5,632000
Maruti,Wagon R,Dealer,Petrol,Manual,613500.0,14,53000,21.79,67.05,5,175000
Toyota,Innova,Dealer,Diesel,Automatic,2310500.0,3,27000,11.36,171.5,7,1849000
Hyundai,i20,Dealer,Petrol,Manual,1040000.0,10,62540,18.5,80.0,5,270000
Mahindra,XUV500,Individual,Diesel,Automatic,1954000.0,4,20000,16.0,140.0,7,1350000
Maruti,Alto,Individual,Petrol,Manual,411202.7027027027,10,15000,19.7,46.3,5,156000
Ford,Figo,Individual,Petrol,Manual,873745.8333333333,11,80000,15.6,70.0,5,150000
Honda,WR-V,Dealer,Diesel,Manual,1235500.0,3,22000,25.5,98.6,5,895000
Mahindra,Scorpio,Dealer,Diesel,Manual,1726500.0,5,36908,15.4,120.0,9,600000
Maruti,Swift Dzire,Individual,Petrol,Manual,839000.0,6,70000,20.85,83.14,5,450000
Volkswagen,Polo,Dealer,Diesel,Manual,928383.0409356725,8,58000,22.07,73.9,5,460000
Honda,City,Dealer,Petrol,Manual,1427500.0,9,47000,16.8,116.4,5,395000
Toyota,Fortuner,Dealer,Diesel,Manual,4038500.0,10,196777,11.5,171.0,7,1200000
Hyundai,Grand,Individual,Petrol,Manual,703000.0,3,40000,18.9,81.86,5,500000
Mahindra,KUV100,Dealer,Diesel,Manual,764550.0,3,50000,25.32,77.0,6,555000
